"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"5012-10","USD","5012-10-0","Jabaquara","0","64783"
"5012-10","USD","5012-10-1","Vl. Guacuri","1","68058"
"5013-10","USD","5013-10-0","Sto. Amaro","0","71794"
"5013-10","USD","5013-10-1","Jd. Luso","1","71781"
"5013-31","U__","5013-31-0","Sto. Amaro","0","68056"
"5013-31","U__","5013-31-1","Jd. Miriam","1","68057"
"5015-10","USD","5015-10-0","Metrô Jabaquara","0","54532"
"5015-10","USD","5015-10-1","Jd. São Jorge","1","54533"
"5018-10","USD","5018-10-0","Jabaquara","0","64229"
"5018-10","USD","5018-10-1","Shop. Interlagos","1","64230"
"5018-31","USD","5018-31-0","Jabaquara","0","63129"
"5018-31","USD","5018-31-1","Shop. Interlagos","1","51956"
"5020-10","USD","5020-10-0","Term. Sacomã","0","58074"
"5020-10","USD","5020-10-1","Hosp. Heliópolis","1","58075"
"5021-10","USD","5021-10-0","Term. Sacomã","0","71229"
"5021-10","USD","5021-10-1","Água Funda","1","71230"
"5022-10","USD","5022-10-0","Jabaquara","0","56080"
"5022-10","USD","5022-10-1","Vl. Sta. Margarida","1","56081"
"5024-10","USD","5024-10-0","Sto. Amaro","0","51542"
"5024-10","USD","5024-10-1","Missionária","1","63130"
"5024-31","USD","5024-31-0","Sto. Amaro","0","51657"
"5024-31","USD","5024-31-1","Missionária","1","63131"
"5025-10","USD","5025-10-0","Metrô Tamanduateí","0","61813"
"5025-10","USD","5025-10-1","Jd. Guairacá","1","72017"
"5026-10","USD","5026-10-0","Jd. São Roberto","0","70781"
"5028-10","USD","5028-10-0","Metrô Alto Do Ipiranga","0","68299"
"5029-10","USD","5029-10-0","Term. Sacomã","0","58053"
"5029-10","USD","5029-10-1","Jd. Patente","1","58054"
"502J-10","US_","502J-10-0","Metrô Sta. Cruz","0","72278"
"502J-10","US_","502J-10-1","Cptm Autódromo","1","64994"
"502J-21","US_","502J-21-1","Cptm Autódromo","1","59756"
"502J-22","U__","502J-22-0","Vl. Joaniza","0","52085"
"5030-10","USD","5030-10-0","Term. Sacomã","0","59238"
"5030-10","USD","5030-10-1","Jd. Maria Estela","1","59239"
"5031-10","USD","5031-10-0","Term. Sacomã","0","68206"
"5031-10","USD","5031-10-1","Vl. Arapuá","1","68207"
"5031-21","U__","5031-21-0","Term. Sacomã","0","68308"
"5031-21","U__","5031-21-1","Vl. Cde. Do Pinhal","1","68407"
"5032-10","USD","5032-10-0","Term. Sacomã","0","71593"
"5032-10","USD","5032-10-1","Vl. Arapuá","1","71594"
"5033-10","US_","5033-10-0","Term. Sacomã","0","58066"
"5033-10","US_","5033-10-1","Vl. Brasilina","1","58067"
"5034-10","USD","5034-10-0","Term. Sacomã","0","71168"
"5034-10","USD","5034-10-1","Vl. Liviero","1","71169"
"5034-31","USD","5034-31-0","Vl. Liviero","0","58059"
"5035-10","USD","5035-10-0","Term. Sacomã","0","68208"
"5035-10","USD","5035-10-1","Vl. Arapuá","1","68209"
"5036-10","USD","5036-10-0","Term. Sacomã","0","71174"
"5036-10","USD","5036-10-1","Jd. Celeste","1","71175"
"5038-10","USD","5038-10-0","Term. Sacomã","0","72481"
"5038-10","USD","5038-10-1","Pq. Bristol","1","72482"
"507T-10","USD","507T-10-0","Metrô Carrão","0","57908"
"507T-10","USD","507T-10-1","Term. Sapopemba","1","57909"
"508L-10","USD","508L-10-0","Aclimação","0","57469"
"5091-10","USD","5091-10-0","Metrô São Judas","0","70385"
"509J-10","USD","509J-10-0","Pq. Ibirapuera","0","64846"
"509J-10","USD","509J-10-1","Jd. Selma","1","63132"
"509M-10","USD","509M-10-0","Term. Princ. Isabel","0","58121"
"509M-10","USD","509M-10-1","Jd. Miriam","1","71820"
"5100-10","U__","5100-10-0","Term. Pq. D. Pedro Ii","0","58893"
"5100-10","U__","5100-10-1","Term. Pinheiros","1","58894"
"5103-10","USD","5103-10-0","Moema","0","58051"
"5105-10","USD","5105-10-0","Term. Mercado","0","72158"
"5105-10","USD","5105-10-1","Term. Sacomã","1","64635"
"5106-10","USD","5106-10-0","Lgo. São Francisco","0","70689"
"5106-10","USD","5106-10-1","Jd. Selma","1","71821"
"5106-21","USD","5106-21-0","Term. áGua Espraiada","0","70325"
"5106-21","USD","5106-21-1","Jd. Selma","1","71822"
"5106-31","US_","5106-31-0","Metrô Ana Rosa","0","71415"
"5106-31","US_","5106-31-1","Jd. Selma","1","71416"
"5107-10","USD","5107-10-0","Pça. Do Correio","0","71237"
"5107-10","USD","5107-10-1","Term. Sacomã","1","71238"
"5108-10","USD","5108-10-0","Term. Pq. D. Pedro Ii","0","64937"
"5108-10","USD","5108-10-1","Jd. Celeste","1","56997"
"5109-10","US_","5109-10-0","Term. Mercado","0","69298"
"5109-10","US_","5109-10-1","Term. Vl. Prudente","1","69299"
"5110-10","USD","5110-10-0","Term. Mercado","0","69285"
"5110-10","USD","5110-10-1","Term. São Mateus","1","69286"
"5110-21","U__","5110-21-0","Term. Mercado","0","69445"
"5110-23","U__","5110-23-0","Term. Mercado","0","69447"
"5110-24","U__","5110-24-0","Term. Vl. Prudente","0","69355"
"5110-24","U__","5110-24-1","São Mateus","1","69356"
"5110-25","U__","5110-25-1","Term. São Mateus","1","69546"
"5110-41","U__","5110-41-0","Metrô Tamanduateí","0","69291"
"5110-41","U__","5110-41-1","São Mateus","1","72170"
"5111-10","USD","5111-10-0","Term. Pq. D. Pedro Ii","0","69069"
"5111-10","USD","5111-10-1","Term. Sto. Amaro","1","69070"
"5119-10","USD","5119-10-0","Lgo. São Francisco","0","70616"
"5119-10","USD","5119-10-1","Term. Capelinha","1","70617"
"5119-22","U__","5119-22-0","Lgo. São Francisco","0","64852"
"5119-22","U__","5119-22-1","Term. João Dias","1","64853"
"5119-23","U__","5119-23-0","Instituto Lucy Montoro","0","62494"
"5123-10","USD","5123-10-0","Hosp. São Paulo","0","65230"
"5123-10","USD","5123-10-1","Jd. Miriam","1","70416"
"5127-10","USD","5127-10-0","Cptm Jurubatuba","0","57545"
"5127-10","USD","5127-10-1","Vl. Guacuri","1","63133"
"5128-10","USD","5128-10-0","Metrô Conceição","0","62968"
"5128-10","USD","5128-10-1","Jd. Apurá","1","62969"
"5129-10","USD","5129-10-0","Term. Guarapiranga","0","53001"
"5129-10","USD","5129-10-1","Jd. Miriam","1","53002"
"5129-41","USD","5129-41-0","Sto. Amaro","0","53010"
"5129-41","USD","5129-41-1","Jd. Miriam","1","53011"
"5131-10","US_","5131-10-0","Pq. D. Pedro Ii","0","69081"
"5131-10","US_","5131-10-1","Cid. Ademar","1","71823"
"513C-10","USD","513C-10-0","São Mateus","0","70892"
"513C-10","USD","513C-10-1","Vl. Califórnia","1","70893"
"513C-31","USD","513C-31-0","E.t. Itaquera","0","68875"
"513C-31","USD","513C-31-1","Vl. Califórnia","1","68876"
"513L-10","USD","513L-10-0","Pq. Belém","0","58060"
"513L-10","USD","513L-10-1","Term. Sacomã","1","58061"
"5141-10","USD","5141-10-0","Pça. Do Correio","0","70796"
"5141-10","USD","5141-10-1","Term. Sapopemba","1","70778"
"5142-10","USD","5142-10-0","Term. Pq. D. Pedro Ii","0","70903"
"5142-10","USD","5142-10-1","Term. Sapopemba","1","70782"
"5143-10","US_","5143-10-0","Term. Pq. D. Pedro Ii","0","70800"
"5143-10","US_","5143-10-1","Term. Sapopemba","1","70783"
"5144-10","USD","5144-10-0","Term. Princ. Isabel","0","70803"
"5144-10","USD","5144-10-1","Term. Sapopemba","1","70914"
"5145-10","USD","5145-10-0","Pça. Almeida Jr.","0","70805"
"5145-10","USD","5145-10-1","Term. Sapopemba","1","70806"
"514T-10","USD","514T-10-0","Jd. Itápolis","0","72039"
"514T-10","USD","514T-10-1","Term. Sacomã","1","72040"
"5154-10","USD","5154-10-0","Term. Princ. Isabel","0","65073"
"5154-10","USD","5154-10-1","Term. Sto. Amaro","1","68071"
"5164-10","USD","5164-10-0","Pq. Ibirapuera","0","70389"
"5164-21","USD","5164-21-0","Pq. Ibirapuera","0","70390"
"5164-41","USD","5164-41-0","Metrô Conceição","0","70829"
"516N-10","USD","516N-10-0","Pça. D. Gastão","0","69085"
"5175-10","USD","5175-10-0","Pça. Da Sé","0","70691"
"5175-10","USD","5175-10-1","Baln. São Francisco","1","70692"
"5178-10","USD","5178-10-0","Pça. João Mendes","0","69104"
"5178-10","USD","5178-10-1","Jd. Miriam","1","64880"
"517J-10","USD","517J-10-0","Term. áGua Espraiada","0","70315"
"517J-10","USD","517J-10-1","Jd. Selma","1","70316"
"5185-10","USD","5185-10-0","Term. Pq. D. Pedro Ii","0","68254"
"5185-10","USD","5185-10-1","Term. Guarapiranga","1","68421"
"5194-10","U__","5194-10-0","Pq. Ibirapuera","0","63134"
"519M-10","US_","519M-10-0","Museu Do Ipiranga","0","64638"
"519M-10","US_","519M-10-1","São Mateus","1","72174"
"524L-10","USD","524L-10-0","Metrô Tatuapé","0","70080"
"524L-10","USD","524L-10-1","Pq. São Lucas","1","70081"
"524M-10","USD","524M-10-0","Shop. Aricanduva","0","72027"
"524M-10","USD","524M-10-1","Mascarenhas De Morais","1","72028"
"527R-10","USD","527R-10-0","Term. Sto. Amaro","0","71133"
"527R-10","USD","527R-10-1","Vl. Império","1","71134"
"5290-10","USD","5290-10-0","Term. Pq. D. Pedro Ii","0","70392"
"5290-10","USD","5290-10-1","Div. Diadema","1","70393"
"5300-10","USD","5300-10-0","Term. Pq. D. Pedro Ii","0","57283"
"5300-10","USD","5300-10-1","Term. Sto. Amaro","1","57284"
"5317-10","US_","5317-10-0","Pça. Do Correio","0","72306"
"5317-10","US_","5317-10-1","Sesc/orion","1","72307"
"5318-10","USD","5318-10-0","Pça. Da Sé","0","72086"
"5318-10","USD","5318-10-1","Chác. Santana","1","72087"
"5362-10","USD","5362-10-0","Pça. Da Sé","0","71778"
"5362-10","USD","5362-10-1","Pq. Res. Cocaia","1","71784"
"5362-21","U__","5362-21-0","Pça. Da Sé","0","57081"
"5362-22","U__","5362-22-0","Pça. Da Sé","0","56696"
"5362-23","U__","5362-23-0","Vicente Rao","0","70358"
"5362-41","U__","5362-41-1","Pq. Res. Cocaia","1","70363"
"5370-10","USD","5370-10-0","Lgo. São Francisco","0","64832"
"5370-10","USD","5370-10-1","Term. Varginha","1","64833"
"5370-21","U__","5370-21-0","Pq. Ibirapuera","0","62694"
"5370-21","U__","5370-21-1","Term. Varginha","1","70366"
"5391-10","USD","5391-10-0","Lgo. São Francisco","0","58027"
"5391-10","USD","5391-10-1","Jd. âNgela","1","60422"
"5391-21","U__","5391-21-0","Lgo. São Francisco","0","53491"
"5391-22","U__","5391-22-0","Jd. âNgela","0","60421"
"546A-10","USD","546A-10-0","Sto. Amaro","0","53169"
"546A-10","USD","546A-10-1","Jd. Apurá","1","63752"
"546A-31","USD","546A-31-0","Sto. Amaro","0","53171"
"546A-31","USD","546A-31-1","Jd. Apurá","1","53172"
"546J-10","USD","546J-10-0","Sto. Amaro","0","53303"
"546J-10","USD","546J-10-1","Jd. Selma","1","63136"
"546J-31","US_","546J-31-0","Sto. Amaro","0","65175"
"546J-31","US_","546J-31-1","Jd. Selma","1","65176"
"546L-10","USD","546L-10-0","Term. Sto. Amaro","0","63465"
"546L-10","USD","546L-10-1","Jd. Luso","1","63466"
"546T-10","USD","546T-10-0","Term. Sto. Amaro","0","58854"
"546T-10","USD","546T-10-1","Vl. Guacuri","1","58855"
"5611-10","USD","5611-10-0","Pça. João Mendes","0","71834"
"5611-10","USD","5611-10-1","Eldorado","1","71835"
"5614-10","U__","5614-10-0","Pça. João Mendes","0","63918"
"5614-10","U__","5614-10-1","Eldorado","1","63919"
"5630-10","USD","5630-10-0","Metrô Brás","0","71787"
"5630-10","USD","5630-10-1","Term. Grajaú","1","71788"
"5630-21","U__","5630-21-0","Lgo. São Francisco","0","72308"
"5630-21","U__","5630-21-1","Cid. Dutra","1","69652"
"5632-10","US_","5632-10-0","Lgo. São Francisco","0","71795"
"5632-10","US_","5632-10-1","Vl. São José","1","71796"
"5632-21","U__","5632-21-0","Lgo. São Francisco","0","56701"
"5632-51","U__","5632-51-0","Lgo. São Francisco","0","56702"
"5652-10","U__","5652-10-0","Pça. Da Sé","0","54775"
"5652-10","U__","5652-10-1","Jd. Iv Centenário","1","60459"
"5701-10","USD","5701-10-0","Shop. Morumbi","0","62973"
"5701-10","USD","5701-10-1","Metrô Conceição","1","62974"
"5702-10","USD","5702-10-0","Metrô Jabaquara","0","53427"
"5702-10","USD","5702-10-1","Refúgio Sta. Terezinha","1","71962"
"5705-10","USD","5705-10-0","Metrô Vergueiro","0","57979"
"5705-10","USD","5705-10-1","Term. Sacomã","1","57980"
"573A-10","USD","573A-10-0","Vl. Alpina","0","69832"
"573H-10","USD","573H-10-0","Metrô Bresser","0","72029"
"573H-10","USD","573H-10-1","Hosp. Sapopemba","1","70911"
"573T-10","USD","573T-10-0","Metrô Carrão","0","70913"
"573T-10","USD","573T-10-1","Term. Sapopemba","1","70839"
"573T-31","U__","573T-31-0","Metrô Carrão","0","70912"
"573T-31","U__","573T-31-1","Term. Sapopemba","1","70924"
"574A-10","U__","574A-10-0","Lgo. Cambuci","0","68715"
"574A-10","U__","574A-10-1","Americanópolis","1","70394"
"574C-10","USD","574C-10-0","Div. De São Caetano","0","59563"
"574C-10","USD","574C-10-1","São Mateus","1","59496"
"574J-10","USD","574J-10-0","Term. Vl. Carrão","0","54026"
"574J-10","USD","574J-10-1","Metrô Conceição","1","54027"
"574R-10","USD","574R-10-0","Metrô Belém","0","70917"
"574R-10","USD","574R-10-1","Term. Sapopemba","1","70788"
"574W-10","USD","574W-10-0","Metrô Belém","0","52466"
"574W-10","USD","574W-10-1","Jd. Walkiria","1","56557"
"5752-10","USD","5752-10-0","Metrô Conceição","0","70256"
"5752-10","USD","5752-10-1","Vl. Missionária","1","70232"
"5757-10","USD","5757-10-0","Metrô Conceição","0","70407"
"5757-10","USD","5757-10-1","Cid. Júlia","1","70408"
"5757-51","USD","5757-51-0","Metrô Conceição","0","70409"
"5757-51","USD","5757-51-1","Pedreira","1","70410"
"5759-10","USD","5759-10-0","Metrô Conceição","0","70411"
"5759-10","USD","5759-10-1","Pq. Primavera","1","70412"
"5759-31","USD","5759-31-0","Metrô Conceição","0","70413"
"5759-31","USD","5759-31-1","Pq. Primavera","1","70414"
"575A-10","USD","575A-10-0","Shop. Metrô Tatuapé","0","53788"
"575A-10","USD","575A-10-1","Div. São Caetano","1","69833"
"575C-10","USD","575C-10-0","Vl Matias","0","69879"
"575C-10","USD","575C-10-1","Ipiranga","1","72149"
"576C-10","USD","576C-10-0","Term. Sto. Amaro","0","70301"
"576C-10","USD","576C-10-1","Metrô Jabaquara","1","70302"
"576M-10","USD","576M-10-0","Pinheiros","0","64843"
"576M-10","USD","576M-10-1","Vl. Clara","1","70398"
"577T-10","USD","577T-10-0","Metrô Ana Rosa","0","70400"
"577T-10","USD","577T-10-1","Jd. Miriam","1","72362"
"5791-10","U__","5791-10-0","Metrô Vergueiro","0","64409"
"5791-10","U__","5791-10-1","Eldorado","1","71824"
"6000-10","USD","6000-10-0","Term. Sto. Amaro","0","69321"
"6000-10","USD","6000-10-1","Term. Parelheiros","1","68605"
"6001-10","USD","6001-10-0","Term. Sto. Amaro","0","70618"
"6001-10","USD","6001-10-1","Term. Capelinha","1","70619"
"6002-10","U__","6002-10-0","Hosp. Pedreira","0","69647"
"6003-10","USD","6003-10-0","Term. Varginha","0","62708"
"6003-10","USD","6003-10-1","Term. Grajaú","1","62563"
"6006-10","USD","6006-10-0","Shop. Interlagos","0","68278"
"6006-10","USD","6006-10-1","Jd. Herculano","1","68279"
"6007-10","USD","6007-10-0","Term. Sto. Amaro","0","63657"
"6007-10","USD","6007-10-1","Term. Capelinha","1","63658"
"6008-10","USD","6008-10-0","Term. Sto. Amaro","0","71748"
"6008-10","USD","6008-10-1","Jd. Planalto","1","71749"
"6008-41","U__","6008-41-0","Jd. Copacabana","0","68659"
"6010-10","USD","6010-10-0","Term. Guarapiranga","0","70721"
"6010-10","USD","6010-10-1","Chác. Sta. Maria","1","70722"
"6012-10","USD","6012-10-0","Sto. Amaro","0","67868"
"6012-10","USD","6012-10-1","Pq. Independência","1","67869"
"6012-31","U__","6012-31-0","Jd. âNgela","0","54699"
"6013-10","USD","6013-10-0","Term. Sto. Amaro","0","63358"
"6013-10","USD","6013-10-1","Jd. Nakamura","1","63359"
"6014-10","USD","6014-10-0","Term. Sto. Amaro","0","62225"
"6014-10","USD","6014-10-1","Term. Jd. Jacira","1","63363"
"6015-10","USD","6015-10-0","Sto. Amaro","0","63082"
"6015-10","USD","6015-10-1","Vl. Calú","1","68719"
"6016-10","USD","6016-10-0","Term. Grajaú","0","62571"
"6016-10","USD","6016-10-1","Jd. Noronha","1","48604"
"6016-41","USD","6016-41-0","Term. Grajaú","0","62572"
"6016-41","USD","6016-41-1","Jd. Porto Velho","1","71807"
"6017-10","USD","6017-10-0","Sto. Amaro","0","70818"
"6017-10","USD","6017-10-1","Jd. Nakamura","1","70819"
"6019-10","USD","6019-10-0","Jd. Alfredo","0","70620"
"6020-10","U__","6020-10-0","Parelheiros","0","59565"
"6020-51","U__","6020-51-0","Parelheiros","0","59877"
"6021-10","USD","6021-10-0","Jd. Nova Era","0","62711"
"6022-10","USD","6022-10-0","Sto. Amaro","0","67871"
"6022-10","USD","6022-10-1","Pq. Cerejeira","1","71373"
"6026-10","USD","6026-10-0","Term. Sto. Amaro","0","71172"
"6026-10","USD","6026-10-1","Jd. Icaraí","1","71173"
"6027-10","USD","6027-10-0","Term. Sto. Amaro","0","71176"
"6027-10","USD","6027-10-1","Jd. Grauna","1","71177"
"6028-10","USD","6028-10-0","Term. Sto. Amaro","0","72583"
"6028-10","USD","6028-10-1","Riviera","1","72584"
"6030-10","USD","6030-10-0","Term. Sto. Amaro","0","57441"
"6030-10","USD","6030-10-1","Unisa-campus 1","1","61055"
"6031-10","USD","6031-10-0","Term. Grajaú","0","61878"
"6031-10","USD","6031-10-1","Jd. São Bernardo","1","61879"
"6034-10","USD","6034-10-0","Term. Grajaú","0","62578"
"6034-10","USD","6034-10-1","Pq. Res. Cocaia","1","58515"
"6035-10","USD","6035-10-0","Sto. Amaro","0","56608"
"6035-10","USD","6035-10-1","Vl. Gilda","1","68721"
"6035-21","US_","6035-21-0","Term. Guarapiranga","0","65078"
"6035-21","US_","6035-21-1","Vl. Gilda","1","71372"
"6036-10","USD","6036-10-0","Sto. Amaro","0","68724"
"6036-10","USD","6036-10-1","Jd. Macedônia","1","53694"
"6037-10","USD","6037-10-0","Sto. Amaro","0","71898"
"6037-10","USD","6037-10-1","Jd. Mitsutani","1","64884"
"6038-10","USD","6038-10-0","Sto. Amaro","0","54723"
"6038-10","USD","6038-10-1","Jd. Das Rosas","1","68725"
"6039-10","USD","6039-10-0","Sto. Amaro","0","68741"
"6039-10","USD","6039-10-1","Valo Velho","1","52691"
"6039-21","USD","6039-21-0","Cohab Jd. São Bento","0","64384"
"6041-10","USD","6041-10-0","Sto. Amaro","0","52712"
"6041-10","USD","6041-10-1","Jd. Jangadeiro","1","70623"
"6041-21","U__","6041-21-0","Jd. Monte Azul","0","62509"
"6042-10","US_","6042-10-0","Sto. Amaro","0","51461"
"6042-10","US_","6042-10-1","Jd. Três Estrelas","1","68728"
"6042-21","US_","6042-21-0","Ceu Capão Redondo","0","60720"
"6042-21","US_","6042-21-1","Term. Capelinha","1","60721"
"6043-10","USD","6043-10-0","Term. Sto. Amaro","0","57326"
"6043-10","USD","6043-10-1","Jd. Capelinha","1","57327"
"6044-10","USD","6044-10-0","Term. Sto. Amaro","0","57332"
"6044-10","USD","6044-10-1","Jd. D. José","1","68729"
"6045-10","USD","6045-10-0","Sto. Amaro","0","56457"
"6045-10","USD","6045-10-1","Valo Velho","1","68730"
"6045-21","U__","6045-21-0","Term. Capelinha","0","63139"
"6046-10","USD","6046-10-0","Sto. Amaro","0","54837"
"6046-10","USD","6046-10-1","Jd. São Bento Novo","1","54838"
"6047-10","USD","6047-10-0","Sto. Amaro","0","54843"
"6047-10","USD","6047-10-1","Jd. Lídia","1","68731"
"6048-10","USD","6048-10-0","Sto. Amaro","0","52743"
"6048-10","USD","6048-10-1","Capão Redondo","1","71302"
"6049-10","USD","6049-10-0","Sto. Amaro","0","54684"
"6049-10","USD","6049-10-1","Valo Velho","1","71006"
"6050-10","USD","6050-10-0","Term. Grajaú","0","62579"
"6050-10","USD","6050-10-1","Pq. Cocaia","1","58516"
"6051-10","USD","6051-10-0","Term. Varginha","0","48550"
"6051-10","USD","6051-10-1","Jd. Itajaí","1","62712"
"6051-31","U__","6051-31-0","Term. Varginha","0","48552"
"6051-31","U__","6051-31-1","Jd. Itajaí","1","62714"
"6052-10","USD","6052-10-0","Term. Varginha","0","71193"
"6052-10","USD","6052-10-1","Jd. Sete De Setembro","1","71195"
"6052-31","U__","6052-31-0","Term. Varginha","0","48556"
"6052-31","U__","6052-31-1","Jd. Almeida Prado","1","62716"
"6053-10","USD","6053-10-0","Term. Grajaú","0","62580"
"6053-10","USD","6053-10-1","Jd. Ellus","1","58517"
"6055-10","USD","6055-10-0","Shop. Interlagos","0","61898"
"6056-10","US_","6056-10-0","Term. Grajaú","0","55100"
"6056-10","US_","6056-10-1","Pq. Sta. Cecília","1","55101"
"6057-10","USD","6057-10-0","Term. Grajaú","0","55102"
"6057-10","USD","6057-10-1","Vl. Natal","1","68742"
"6058-10","USD","6058-10-0","Term. Varginha","0","55137"
"6058-10","USD","6058-10-1","Jd. Noronha","1","62717"
"6059-10","USD","6059-10-0","Sto. Amaro","0","65088"
"6059-10","USD","6059-10-1","Jd. Universal","1","71360"
"605A-10","USD","605A-10-0","Metrô Jabaquara","0","65055"
"6061-10","USD","6061-10-0","Term. Grajaú","0","62583"
"6061-10","USD","6061-10-1","Jd. Marilda","1","68743"
"6062-10","USD","6062-10-0","Term. Grajaú","0","55166"
"6062-10","USD","6062-10-1","Jd. Castro Alves","1","55167"
"6062-51","USD","6062-51-0","Term. Sto. Amaro","0","71196"
"6062-51","USD","6062-51-1","Jd. Castro Alves","1","71197"
"6063-10","USD","6063-10-0","Term. Varginha","0","71198"
"6063-10","USD","6063-10-1","Jd. Varginha","1","71199"
"6063-41","USD","6063-41-0","Term. Varginha","0","55191"
"6063-41","USD","6063-41-1","Jd. Novo Marilda","1","62720"
"6063-42","USD","6063-42-0","Term. Varginha","0","55194"
"6063-42","USD","6063-42-1","Chác. Sto. Amaro","1","62721"
"6063-43","USD","6063-43-0","Term. Varginha","0","61372"
"6063-43","USD","6063-43-1","Vl. Da Paz","1","62722"
"6069-10","USD","6069-10-0","Term. Sto. Amaro","0","63482"
"6069-10","USD","6069-10-1","Jd. São Bernardo","1","63483"
"6071-10","USD","6071-10-0","Term. Sto. Amaro","0","71202"
"6071-10","USD","6071-10-1","Jd. Orion","1","71442"
"6072-10","USD","6072-10-0","Term. Varginha","0","55502"
"6072-10","USD","6072-10-1","Jd. São Nicolau","1","68744"
"6072-21","U__","6072-21-0","Term. Varginha","0","56618"
"6072-23","USD","6072-23-0","Baln. São José","0","62725"
"6073-10","USD","6073-10-0","Term. Varginha","0","55187"
"6073-10","USD","6073-10-1","Jd. Sta. Terezinha","1","71203"
"6074-10","USD","6074-10-0","Cptm Jurubatuba","0","55723"
"6074-10","USD","6074-10-1","Jd. Gaivotas","1","71206"
"6075-10","USD","6075-10-0","Term. Varginha","0","55073"
"6075-10","USD","6075-10-1","Jd. Rec. Campo Belo","1","71208"
"6076-10","USD","6076-10-0","Term. Sto. Amaro","0","63486"
"6076-10","USD","6076-10-1","Jd. Progresso","1","63487"
"6076-41","US_","6076-41-0","Term. Sto. Amaro","0","63488"
"6076-41","US_","6076-41-1","Jd. Satélite Ii","1","63489"
"6078-10","USD","6078-10-0","Shop. Interlagos","0","55725"
"6078-10","USD","6078-10-1","Cantinho Do Céu","1","58519"
"607A-10","USD","607A-10-0","Socorro","0","69473"
"607A-10","USD","607A-10-1","Jd. Apurá","1","62949"
"607A-21","U__","607A-21-0","Cptm Jurubatuba","0","54456"
"607A-21","U__","607A-21-1","Jd. Apurá","1","54459"
"607C-10","USD","607C-10-0","Itaim Bibi","0","71836"
"607C-10","USD","607C-10-1","Jd. Miriam","1","68491"
"607M-10","US_","607M-10-0","Term. áGua Espraiada","0","70328"
"607M-10","US_","607M-10-1","Term. Grajaú","1","70373"
"6080-10","USD","6080-10-0","Shop. Interlagos","0","54924"
"6080-10","USD","6080-10-1","Jd. Lucélia","1","58520"
"6083-10","USD","6083-10-0","Term. Grajaú","0","71213"
"6083-10","USD","6083-10-1","Jd. Eliana","1","71211"
"6084-10","USD","6084-10-0","Term. Varginha","0","71218"
"6084-10","USD","6084-10-1","Jd. Chác. Do Sol","1","71216"
"6091-10","USD","6091-10-0","Term. Sto. Amaro","0","71801"
"6091-10","USD","6091-10-1","Vargem Grande","1","71802"
"6091-21","U__","6091-21-0","Term. Sto. Amaro","0","62202"
"6091-51","U__","6091-51-0","Term. Sto. Amaro","0","62203"
"6092-10","USD","6092-10-0","Term. Grajaú","0","62739"
"6092-10","USD","6092-10-1","Jd. Das Pedras","1","62740"
"6093-10","USD","6093-10-0","Term. Grajaú","0","71219"
"6093-10","USD","6093-10-1","Vargem Grande","1","71220"
"6099-10","USD","6099-10-0","Divisa De Embu-guaçu","0","72571"
"609F-10","USD","609F-10-0","Term. Princ. Isabel","0","61517"
"609F-10","USD","609F-10-1","Chác. Santana","1","64450"
"609F-21","U__","609F-21-0","Anhangabaú","0","64562"
"609F-21","U__","609F-21-1","Chác. Santana","1","64563"
"609J-10","USD","609J-10-0","Metrô São Judas","0","60769"
"6110-10","USD","6110-10-0","Aeroporto","0","71209"
"6110-10","USD","6110-10-1","Conj. Hab. Palmares","1","71210"
"6115-10","USD","6115-10-0","Term. Grajaú","0","71215"
"6115-10","USD","6115-10-1","Cantinho Do Céu","1","71214"
"6115-41","U__","6115-41-0","Term. Grajaú","0","62589"
"6115-41","U__","6115-41-1","Pq. Res. Dos Lagos","1","58523"
"6116-10","USD","6116-10-0","Term. Grajaú","0","62692"
"6116-10","USD","6116-10-1","Jd. Prainha","1","58524"
"6118-10","USD","6118-10-0","Term. Sto. Amaro","0","63490"
"6118-10","USD","6118-10-1","Jd. Icaraí","1","71808"
"6120-10","USD","6120-10-0","Term. Grajaú","0","62592"
"6120-10","USD","6120-10-1","Jd. Lucélia","1","58525"
"6200-10","USD","6200-10-0","Term. Bandeira","0","60756"
"6200-10","USD","6200-10-1","Term. Sto. Amaro","1","54687"
"6232-10","US_","6232-10-0","Metrô Barra Funda","0","58920"
"6232-10","US_","6232-10-1","Pinheiros/vila Ida ","1","58919"
"6250-10","U__","6250-10-0","Term. Bandeira","0","70766"
"6250-10","U__","6250-10-1","Jd. Jaqueline","1","70767"
"6258-10","USD","6258-10-0","Term. Sto. Amaro","0","60439"
"6258-10","USD","6258-10-1","Jd. São Francisco","1","68746"
"6258-31","US_","6258-31-0","Jd. Ibirapuera","0","72389"
"6258-31","US_","6258-31-1","Jd. Sta. Margarida","1","70977"
"6262-10","USD","6262-10-0","Term. Bandeira","0","58908"
"6262-10","USD","6262-10-1","Ceasa","1","53022"
"627J-10","USD","627J-10-0","Metrô São Judas","0","70417"
"6291-10","USD","6291-10-0","Term. Bandeira","0","70758"
"6291-10","USD","6291-10-1","Inocoop Campo Limpo","1","70759"
"6338-10","USD","6338-10-0","Pq. Ibirapuera","0","64103"
"6358-10","USD","6358-10-0","Term. Bandeira","0","68484"
"6358-10","USD","6358-10-1","Jd. Luso","1","68485"
"637A-10","USD","637A-10-0","Term. Pinheiros","0","58362"
